small_sigma,big_sigma,threshold_abs,min_distance,min_net_intensity_p90,min_net_intensity_mean,precision,recall,f1,tp,fp,fn,count_mae,annotated_frames,balanced_score
1.2,11.0,19.5,6,32.0,11.0,0.9379652605459057,0.8217391304347826,0.8760139049826188,756,50,164,11.6,10,0.8644139049826187
1.2,7.0,18.0,4,29.0,10.0,0.8895152198421646,0.8576086956521739,0.8732706142778086,789,98,131,8.9,10,0.8643706142778086
1.2,11.0,19.5,4,32.0,11.0,0.9357231149567367,0.8228260869565217,0.8756506651243493,757,52,163,11.3,10,0.8643506651243493
1.2,9.0,18.0,6,29.0,11.0,0.9135071090047393,0.8380434782608696,0.8741496598639454,771,73,149,9.8,10,0.8643496598639454
1.2,9.0,20.5,5,31.0,11.0,0.9540816326530612,0.8130434782608695,0.8779342723004695,748,36,172,13.6,10,0.8643342723004696
1.2,9.0,20.5,5,32.0,11.0,0.9540816326530612,0.8130434782608695,0.8779342723004695,748,36,172,13.6,10,0.8643342723004696
1.2,11.0,19.5,5,33.0,10.0,0.9175627240143369,0.8347826086956521,0.8742174160500854,768,69,152,9.9,10,0.8643174160500854
1.2,9.0,19.5,5,31.0,10.0,0.9154761904761904,0.8358695652173913,0.8738636363636364,769,71,151,9.6,10,0.8642636363636363
1.2,9.0,19.5,5,32.0,10.0,0.9154761904761904,0.8358695652173913,0.8738636363636364,769,71,151,9.6,10,0.8642636363636363
1.2,7.0,18.0,6,29.0,10.0,0.8903954802259887,0.8565217391304348,0.8731301939058171,788,97,132,8.9,10,0.8642301939058171
1.2,11.0,21.0,6,31.0,9.0,0.9368029739776952,0.8217391304347826,0.8755066589461494,756,51,164,11.3,10,0.8642066589461495
1.2,9.0,20.0,4,33.0,11.0,0.9470365699873896,0.816304347826087,0.8768242848803268,751,42,169,12.7,10,0.8641242848803268
1.2,9.0,20.0,6,30.0,11.0,0.9470365699873896,0.816304347826087,0.8768242848803268,751,42,169,12.7,10,0.8641242848803268
1.2,11.0,21.0,4,30.0,10.0,0.9470365699873896,0.816304347826087,0.8768242848803268,751,42,169,12.7,10,0.8641242848803268
1.2,7.0,18.0,6,29.0,11.0,0.9175627240143369,0.8347826086956521,0.8742174160500854,768,69,152,10.1,10,0.8641174160500854
1.2,7.0,20.0,6,30.0,10.0,0.932349323493235,0.8239130434782609,0.8747836122331218,758,55,162,10.7,10,0.8640836122331218
1.2,7.0,19.5,5,31.0,11.0,0.9447236180904522,0.8173913043478261,0.8764568764568764,752,44,168,12.4,10,0.8640568764568765
1.2,7.0,19.5,5,32.0,11.0,0.9447236180904522,0.8173913043478261,0.8764568764568764,752,44,168,12.4,10,0.8640568764568765
1.2,7.0,19.5,6,30.0,11.0,0.9447236180904522,0.8173913043478261,0.8764568764568764,752,44,168,12.4,10,0.8640568764568765
1.2,11.0,20.5,7,33.0,10.0,0.9447236180904522,0.8173913043478261,0.8764568764568764,752,44,168,12.4,10,0.8640568764568765
1.2,11.0,19.5,6,31.0,11.0,0.9368029739776952,0.8217391304347826,0.8755066589461494,756,51,164,11.5,10,0.8640066589461495
1.2,11.0,20.5,5,33.0,9.0,0.9226118500604595,0.8293478260869566,0.8734974241556954,763,64,157,9.5,10,0.8639974241556955
1.2,7.0,21.0,5,24.0,8.0,0.9424280350438048,0.8184782608695652,0.8760907504363,753,46,167,12.1,10,0.8639907504363
1.2,7.0,21.0,5,26.0,8.0,0.9424280350438048,0.8184782608695652,0.8760907504363,753,46,167,12.1,10,0.8639907504363
1.2,7.0,21.0,5,28.0,8.0,0.9424280350438048,0.8184782608695652,0.8760907504363,753,46,167,12.1,10,0.8639907504363
1.2,7.0,21.0,5,29.0,8.0,0.9424280350438048,0.8184782608695652,0.8760907504363,753,46,167,12.1,10,0.8639907504363
1.2,7.0,21.0,6,24.0,8.0,0.9424280350438048,0.8184782608695652,0.8760907504363,753,46,167,12.1,10,0.8639907504363
1.2,7.0,21.0,6,26.0,8.0,0.9424280350438048,0.8184782608695652,0.8760907504363,753,46,167,12.1,10,0.8639907504363
1.2,7.0,21.0,6,28.0,8.0,0.9424280350438048,0.8184782608695652,0.8760907504363,753,46,167,12.1,10,0.8639907504363
1.2,7.0,21.0,6,29.0,8.0,0.9424280350438048,0.8184782608695652,0.8760907504363,753,46,167,12.1,10,0.8639907504363
1.2,9.0,20.0,4,24.0,11.0,0.9424280350438048,0.8184782608695652,0.8760907504363,753,46,167,12.1,10,0.8639907504363
1.2,9.0,20.0,4,26.0,11.0,0.9424280350438048,0.8184782608695652,0.8760907504363,753,46,167,12.1,10,0.8639907504363
1.2,9.0,20.0,4,28.0,11.0,0.9424280350438048,0.8184782608695652,0.8760907504363,753,46,167,12.1,10,0.8639907504363
1.2,11.0,20.0,5,31.0,11.0,0.9424280350438048,0.8184782608695652,0.8760907504363,753,46,167,12.1,10,0.8639907504363
1.2,11.0,20.0,5,32.0,11.0,0.9424280350438048,0.8184782608695652,0.8760907504363,753,46,167,12.1,10,0.8639907504363
1.2,11.0,19.5,4,31.0,11.0,0.9345679012345679,0.8228260869565217,0.8751445086705202,757,53,163,11.2,10,0.8639445086705202
1.2,11.0,20.0,5,29.0,11.0,0.940149625935162,0.8195652173913044,0.875725900116144,754,48,166,11.8,10,0.863925900116144
1.2,7.0,20.0,4,33.0,11.0,0.9528662420382166,0.8130434782608695,0.8774193548387097,748,37,172,13.5,10,0.8639193548387097
1.2,11.0,21.0,5,31.0,8.0,0.9257907542579076,0.8271739130434783,0.8737083811710677,761,61,159,9.8,10,0.8639083811710677
1.2,11.0,21.0,5,29.0,11.0,0.9636835278858625,0.8076086956521739,0.8787699586043761,743,28,177,14.9,10,0.8638699586043761
1.2,9.0,18.0,5,32.0,10.0,0.8875140607424072,0.8576086956521739,0.8723051409618575,789,100,131,8.5,10,0.8638051409618576
1.2,11.0,20.5,6,31.0,10.0,0.9356435643564357,0.8217391304347826,0.875,756,52,164,11.2,10,0.8638
1.2,11.0,20.5,6,32.0,10.0,0.9356435643564357,0.8217391304347826,0.875,756,52,164,11.2,10,0.8638
1.2,11.0,21.0,6,30.0,10.0,0.9481668773704172,0.8152173913043478,0.8766803039158386,750,41,170,12.9,10,0.8637803039158386
1.2,11.0,18.0,4,33.0,11.0,0.9174641148325359,0.8336956521739131,0.8735763097949886,767,69,153,9.8,10,0.8637763097949885
1.2,7.0,19.5,5,33.0,11.0,0.9458438287153652,0.816304347826087,0.8763127187864643,751,43,169,12.6,10,0.8637127187864644
1.2,11.0,21.0,4,29.0,10.0,0.9458438287153652,0.816304347826087,0.8763127187864643,751,43,169,12.6,10,0.8637127187864644
1.2,9.0,18.0,5,24.0,11.0,0.910377358490566,0.8391304347826087,0.8733031674208145,772,76,148,9.6,10,0.8637031674208144
1.2,9.0,18.0,5,26.0,11.0,0.910377358490566,0.8391304347826087,0.8733031674208145,772,76,148,9.6,10,0.8637031674208144
1.2,9.0,18.0,5,28.0,11.0,0.910377358490566,0.8391304347826087,0.8733031674208145,772,76,148,9.6,10,0.8637031674208144
1.2,11.0,20.5,4,30.0,10.0,0.9312039312039312,0.8239130434782609,0.8742791234140715,758,56,162,10.6,10,0.8636791234140715
1.2,9.0,19.5,6,30.0,11.0,0.937888198757764,0.8206521739130435,0.8753623188405796,755,50,165,11.7,10,0.8636623188405795
1.2,9.0,18.0,6,33.0,11.0,0.9195678271308524,0.8326086956521739,0.8739304050199659,766,67,154,10.3,10,0.8636304050199659
1.2,9.0,19.5,4,30.0,11.0,0.9356435643564357,0.8217391304347826,0.875,756,52,164,11.4,10,0.8636
1.2,9.0,20.5,5,33.0,11.0,0.9540229885057471,0.8119565217391305,0.8772753963593658,747,36,173,13.7,10,0.8635753963593658
1.2,7.0,18.0,6,33.0,9.0,0.8769230769230769,0.8673913043478261,0.8721311475409835,798,112,122,8.6,10,0.8635311475409835
1.2,9.0,20.5,4,30.0,11.0,0.9516539440203562,0.8130434782608695,0.8769050410316529,748,38,172,13.4,10,0.8635050410316529
1.2,11.0,20.5,4,31.0,9.0,0.9172661870503597,0.8315217391304348,0.8722919042189282,765,69,155,8.8,10,0.8634919042189282
1.2,11.0,18.0,6,30.0,11.0,0.9133016627078385,0.8358695652173913,0.8728717366628831,769,73,151,9.4,10,0.8634717366628831
1.2,11.0,21.0,5,24.0,11.0,0.9624352331606217,0.8076086956521739,0.8782505910165485,743,29,177,14.8,10,0.8634505910165484
1.2,11.0,21.0,5,26.0,11.0,0.9624352331606217,0.8076086956521739,0.8782505910165485,743,29,177,14.8,10,0.8634505910165484
1.2,11.0,21.0,5,28.0,11.0,0.9624352331606217,0.8076086956521739,0.8782505910165485,743,29,177,14.8,10,0.8634505910165484
1.2,9.0,18.0,5,31.0,10.0,0.8865168539325843,0.8576086956521739,0.8718232044198896,789,101,131,8.4,10,0.8634232044198896
1.2,9.0,20.0,6,31.0,11.0,0.946969696969697,0.8152173913043478,0.8761682242990654,750,42,170,12.8,10,0.8633682242990653
1.2,9.0,20.0,6,32.0,11.0,0.946969696969697,0.8152173913043478,0.8761682242990654,750,42,170,12.8,10,0.8633682242990653
1.2,11.0,21.0,6,29.0,10.0,0.946969696969697,0.8152173913043478,0.8761682242990654,750,42,170,12.8,10,0.8633682242990653
1.2,7.0,19.5,7,33.0,10.0,0.9334155363748459,0.8228260869565217,0.8746389370306181,757,54,163,11.3,10,0.8633389370306181
1.2,7.0,20.0,4,31.0,10.0,0.9322660098522167,0.8228260869565217,0.8741339491916859,757,55,163,10.8,10,0.8633339491916858
1.2,7.0,20.0,4,32.0,10.0,0.9322660098522167,0.8228260869565217,0.8741339491916859,757,55,163,10.8,10,0.8633339491916858
1.2,7.0,18.0,4,29.0,11.0,0.9153754469606674,0.8347826086956521,0.8732234223990903,768,71,152,9.9,10,0.8633234223990903
1.2,11.0,20.5,6,33.0,9.0,0.9246658566221142,0.8271739130434783,0.8732071141709696,761,62,159,9.9,10,0.8633071141709696
1.2,7.0,19.5,6,31.0,11.0,0.9446540880503145,0.816304347826087,0.8758017492711371,751,44,169,12.5,10,0.8633017492711371
1.2,7.0,19.5,6,32.0,11.0,0.9446540880503145,0.816304347826087,0.8758017492711371,751,44,169,12.5,10,0.8633017492711371
1.2,7.0,21.0,5,31.0,8.0,0.9446540880503145,0.816304347826087,0.8758017492711371,751,44,169,12.5,10,0.8633017492711371
1.2,7.0,21.0,6,31.0,8.0,0.9446540880503145,0.816304347826087,0.8758017492711371,751,44,169,12.5,10,0.8633017492711371
1.2,11.0,21.0,4,24.0,10.0,0.9446540880503145,0.816304347826087,0.8758017492711371,751,44,169,12.5,10,0.8633017492711371
1.2,11.0,21.0,4,26.0,10.0,0.9446540880503145,0.816304347826087,0.8758017492711371,751,44,169,12.5,10,0.8633017492711371
1.2,11.0,21.0,4,28.0,10.0,0.9446540880503145,0.816304347826087,0.8758017492711371,751,44,169,12.5,10,0.8633017492711371
1.2,9.0,18.0,5,33.0,10.0,0.8929384965831435,0.8521739130434782,0.8720800889877642,784,94,136,8.8,10,0.8632800889877642
1.2,7.0,19.5,4,30.0,11.0,0.9423558897243107,0.8173913043478261,0.8754365541327125,752,46,168,12.2,10,0.8632365541327125
1.2,7.0,21.0,5,30.0,8.0,0.9423558897243107,0.8173913043478261,0.8754365541327125,752,46,168,12.2,10,0.8632365541327125
1.2,7.0,21.0,6,30.0,8.0,0.9423558897243107,0.8173913043478261,0.8754365541327125,752,46,168,12.2,10,0.8632365541327125
1.2,9.0,18.0,4,32.0,10.0,0.8865168539325843,0.8576086956521739,0.8718232044198896,789,101,131,8.6,10,0.8632232044198895
1.2,9.0,18.0,5,30.0,10.0,0.8846584546472565,0.8586956521739131,0.8714837286265859,790,103,130,8.3,10,0.8631837286265859
1.2,11.0,20.0,4,30.0,11.0,0.9400749063670412,0.8184782608695652,0.8750726321905868,753,48,167,11.9,10,0.8631726321905868
1.2,9.0,20.5,6,30.0,11.0,0.9528061224489796,0.8119565217391305,0.8767605633802816,747,37,173,13.6,10,0.8631605633802817
1.2,9.0,21.0,4,31.0,10.0,0.9528061224489796,0.8119565217391305,0.8767605633802816,747,37,173,13.6,10,0.8631605633802817
1.2,9.0,21.0,4,32.0,10.0,0.9528061224489796,0.8119565217391305,0.8767605633802816,747,37,173,13.6,10,0.8631605633802817
1.2,9.0,21.0,4,33.0,10.0,0.9528061224489796,0.8119565217391305,0.8767605633802816,747,37,173,13.6,10,0.8631605633802817
1.2,9.0,20.5,5,31.0,9.0,0.9193742478941035,0.8304347826086956,0.8726442033123929,764,67,156,9.5,10,0.8631442033123929
1.2,11.0,20.0,4,31.0,10.0,0.9193742478941035,0.8304347826086956,0.8726442033123929,764,67,156,9.5,10,0.8631442033123929
1.2,11.0,20.0,4,32.0,10.0,0.9193742478941035,0.8304347826086956,0.8726442033123929,764,67,156,9.5,10,0.8631442033123929
1.2,11.0,20.5,6,32.0,8.0,0.9110320284697508,0.8347826086956521,0.8712422007941011,768,75,152,8.1,10,0.8631422007941011
1.2,11.0,19.5,5,29.0,11.0,0.9322660098522167,0.8228260869565217,0.8741339491916859,757,55,163,11.0,10,0.8631339491916858
1.2,11.0,18.0,6,32.0,11.0,0.9142857142857143,0.8347826086956521,0.8727272727272727,768,72,152,9.6,10,0.8631272727272726
1.2,11.0,21.0,5,30.0,11.0,0.9636363636363636,0.8065217391304348,0.8781065088757396,742,28,178,15.0,10,0.8631065088757396
1.2,11.0,21.0,6,30.0,8.0,0.9235436893203883,0.8271739130434783,0.8727064220183486,761,63,159,9.6,10,0.8631064220183485
1.2,11.0,20.5,6,31.0,8.0,0.9089834515366431,0.8358695652173913,0.8708946772366931,769,77,151,7.8,10,0.8630946772366931
1.2,9.0,19.5,4,33.0,10.0,0.9173652694610779,0.8326086956521739,0.872934472934473,766,69,154,9.9,10,0.863034472934473
1.2,11.0,20.5,7,29.0,11.0,0.9611901681759379,0.8076086956521739,0.8777318369757826,743,30,177,14.7,10,0.8630318369757826
1.2,9.0,20.0,6,33.0,11.0,0.9481012658227848,0.8141304347826087,0.8760233918128654,749,41,171,13.0,10,0.8630233918128654
1.2,11.0,21.0,5,31.0,9.0,0.9333333333333333,0.8217391304347826,0.8739884393063583,756,54,164,11.0,10,0.8629884393063583
1.2,11.0,18.0,5,24.0,11.0,0.9091981132075472,0.8380434782608696,0.8721719457013575,771,77,149,9.2,10,0.8629719457013575
1.2,11.0,18.0,5,26.0,11.0,0.9091981132075472,0.8380434782608696,0.8721719457013575,771,77,149,9.2,10,0.8629719457013575
1.2,11.0,18.0,5,28.0,11.0,0.9091981132075472,0.8380434782608696,0.8721719457013575,771,77,149,9.2,10,0.8629719457013575
1.2,7.0,19.5,6,33.0,11.0,0.9457755359394704,0.8152173913043478,0.8756567425569177,750,43,170,12.7,10,0.8629567425569177
1.2,11.0,21.0,6,24.0,10.0,0.9457755359394704,0.8152173913043478,0.8756567425569177,750,43,170,12.7,10,0.8629567425569177
1.2,11.0,21.0,6,26.0,10.0,0.9457755359394704,0.8152173913043478,0.8756567425569177,750,43,170,12.7,10,0.8629567425569177
1.2,11.0,21.0,6,28.0,10.0,0.9457755359394704,0.8152173913043478,0.8756567425569177,750,43,170,12.7,10,0.8629567425569177
1.0,7.0,21.5,5,33.0,10.0,0.9153754469606674,0.8347826086956521,0.8732234223990903,768,71,152,10.3,10,0.8629234223990904
1.2,9.0,19.5,6,31.0,11.0,0.9378109452736318,0.8195652173913044,0.8747099767981439,754,50,166,11.8,10,0.8629099767981439
1.2,9.0,19.5,6,32.0,11.0,0.9378109452736318,0.8195652173913044,0.8747099767981439,754,50,166,11.8,10,0.8629099767981439
1.2,9.0,20.0,6,24.0,11.0,0.9434673366834171,0.816304347826087,0.8752913752913754,751,45,169,12.4,10,0.8628913752913754
1.2,9.0,20.0,6,26.0,11.0,0.9434673366834171,0.816304347826087,0.8752913752913754,751,45,169,12.4,10,0.8628913752913754
1.2,9.0,20.0,6,28.0,11.0,0.9434673366834171,0.816304347826087,0.8752913752913754,751,45,169,12.4,10,0.8628913752913754
1.2,11.0,20.0,4,33.0,11.0,0.9434673366834171,0.816304347826087,0.8752913752913754,751,45,169,12.4,10,0.8628913752913754
1.2,11.0,21.0,6,32.0,8.0,0.928921568627451,0.8239130434782609,0.8732718894009217,758,58,162,10.4,10,0.8628718894009217
1.2,7.0,19.5,5,31.0,10.0,0.9236363636363636,0.8282608695652174,0.8733524355300859,762,63,158,10.5,10,0.862852435530086
1.2,7.0,19.5,5,32.0,10.0,0.9236363636363636,0.8282608695652174,0.8733524355300859,762,63,158,10.5,10,0.862852435530086
1.2,9.0,20.5,5,33.0,9.0,0.9225181598062954,0.8282608695652174,0.8728522336769758,762,64,158,10.0,10,0.8628522336769758
1.2,9.0,19.5,4,31.0,11.0,0.9355638166047088,0.8206521739130435,0.8743485813549506,755,52,165,11.5,10,0.8628485813549507
1.2,9.0,19.5,4,32.0,11.0,0.9355638166047088,0.8206521739130435,0.8743485813549506,755,52,165,11.5,10,0.8628485813549507
1.2,9.0,18.0,4,31.0,10.0,0.8855218855218855,0.8576086956521739,0.8713418001104362,789,102,131,8.5,10,0.8628418001104362
1.2,9.0,21.0,6,31.0,10.0,0.9539641943734015,0.8108695652173913,0.8766157461809636,746,36,174,13.8,10,0.8628157461809636
1.2,9.0,21.0,6,32.0,10.0,0.9539641943734015,0.8108695652173913,0.8766157461809636,746,36,174,13.8,10,0.8628157461809636
1.2,9.0,21.0,6,33.0,10.0,0.9539641943734015,0.8108695652173913,0.8766157461809636,746,36,174,13.8,10,0.8628157461809636
1.2,9.0,20.0,5,33.0,10.0,0.9267399267399268,0.825,0.8729154686601495,759,60,161,10.1,10,0.8628154686601495
1.2,11.0,20.5,6,29.0,8.0,0.9049295774647887,0.8380434782608696,0.8702031602708803,771,81,149,7.4,10,0.8628031602708803
1.2,9.0,20.5,6,31.0,9.0,0.9203860072376358,0.8293478260869566,0.8724985706117782,763,66,157,9.7,10,0.8627985706117781
1.2,9.0,20.5,4,31.0,11.0,0.9515923566878981,0.8119565217391305,0.8762463343108505,747,38,173,13.5,10,0.8627463343108506
1.2,9.0,20.5,4,32.0,11.0,0.9515923566878981,0.8119565217391305,0.8762463343108505,747,38,173,13.5,10,0.8627463343108506
1.2,11.0,18.0,6,31.0,11.0,0.9131985731272295,0.8347826086956521,0.8722316865417377,768,73,152,9.5,10,0.8627316865417377
1.2,7.0,19.5,4,33.0,10.0,0.9246658566221142,0.8271739130434783,0.8732071141709696,761,62,159,10.5,10,0.8627071141709697
1.2,11.0,21.0,6,29.0,8.0,0.9224242424242424,0.8271739130434783,0.8722063037249284,761,64,159,9.5,10,0.8627063037249284
1.2,11.0,21.0,6,32.0,9.0,0.9366459627329192,0.8195652173913044,0.8742028985507247,754,51,166,11.5,10,0.8627028985507248
1.2,11.0,20.5,5,32.0,8.0,0.9079102715466352,0.8358695652173913,0.8704018109790606,769,78,151,7.7,10,0.8627018109790605
1.2,9.0,18.0,4,33.0,10.0,0.8919226393629124,0.8521739130434782,0.8715953307392995,784,95,136,8.9,10,0.8626953307392995
1.2,7.0,21.0,5,24.0,9.0,0.949238578680203,0.8130434782608695,0.8758782201405151,748,40,172,13.2,10,0.8626782201405151
1.2,7.0,21.0,5,26.0,9.0,0.949238578680203,0.8130434782608695,0.8758782201405151,748,40,172,13.2,10,0.8626782201405151
1.2,7.0,21.0,5,28.0,9.0,0.949238578680203,0.8130434782608695,0.8758782201405151,748,40,172,13.2,10,0.8626782201405151
1.2,7.0,21.0,5,29.0,9.0,0.949238578680203,0.8130434782608695,0.8758782201405151,748,40,172,13.2,10,0.8626782201405151
1.2,7.0,21.0,6,24.0,9.0,0.949238578680203,0.8130434782608695,0.8758782201405151,748,40,172,13.2,10,0.8626782201405151
1.2,7.0,21.0,6,26.0,9.0,0.949238578680203,0.8130434782608695,0.8758782201405151,748,40,172,13.2,10,0.8626782201405151
1.2,7.0,21.0,6,28.0,9.0,0.949238578680203,0.8130434782608695,0.8758782201405151,748,40,172,13.2,10,0.8626782201405151
1.2,7.0,21.0,6,29.0,9.0,0.949238578680203,0.8130434782608695,0.8758782201405151,748,40,172,13.2,10,0.8626782201405151
1.2,9.0,18.0,4,30.0,10.0,0.883668903803132,0.8586956521739131,0.8710033076074972,790,104,130,8.4,10,0.8626033076074973
1.2,7.0,20.0,4,33.0,10.0,0.9321824907521579,0.8217391304347826,0.8734835355285961,756,55,164,10.9,10,0.8625835355285961
1.2,11.0,20.5,6,30.0,10.0,0.9321824907521579,0.8217391304347826,0.8734835355285961,756,55,164,10.9,10,0.8625835355285961
1.2,11.0,20.5,5,29.0,10.0,0.9299754299754299,0.8228260869565217,0.8731257208765858,757,57,163,10.6,10,0.8625257208765857
1.2,11.0,21.0,6,33.0,8.0,0.9299754299754299,0.8228260869565217,0.8731257208765858,757,57,163,10.6,10,0.8625257208765857
1.2,9.0,20.5,6,33.0,9.0,0.9235436893203883,0.8271739130434783,0.8727064220183486,761,63,159,10.2,10,0.8625064220183486
1.2,7.0,18.0,5,24.0,10.0,0.8863892013498312,0.8565217391304348,0.871199557766722,788,101,132,8.7,10,0.8624995577667219
1.2,7.0,18.0,5,26.0,10.0,0.8863892013498312,0.8565217391304348,0.871199557766722,788,101,132,8.7,10,0.8624995577667219
1.2,7.0,18.0,5,28.0,10.0,0.8863892013498312,0.8565217391304348,0.871199557766722,788,101,132,8.7,10,0.8624995577667219
1.2,11.0,18.0,6,29.0,11.0,0.9111374407582938,0.8358695652173913,0.8718820861678004,769,75,151,9.4,10,0.8624820861678004
1.2,7.0,19.5,4,31.0,11.0,0.9422835633626098,0.816304347826087,0.8747815958066395,751,46,169,12.3,10,0.8624815958066395
1.2,7.0,19.5,4,32.0,11.0,0.9422835633626098,0.816304347826087,0.8747815958066395,751,46,169,12.3,10,0.8624815958066395
1.2,11.0,21.0,7,31.0,10.0,0.9551282051282052,0.8097826086956522,0.8764705882352941,745,35,175,14.0,10,0.8624705882352941
1.2,11.0,21.0,7,32.0,10.0,0.9551282051282052,0.8097826086956522,0.8764705882352941,745,35,175,14.0,10,0.8624705882352941
1.2,11.0,20.5,4,33.0,9.0,0.9202898550724637,0.8282608695652174,0.871853546910755,762,66,158,9.4,10,0.862453546910755
1.2,7.0,21.0,4,24.0,8.0,0.94,0.8173913043478261,0.8744186046511627,752,48,168,12.0,10,0.8624186046511627
1.2,7.0,21.0,4,26.0,8.0,0.94,0.8173913043478261,0.8744186046511627,752,48,168,12.0,10,0.8624186046511627
1.2,7.0,21.0,4,28.0,8.0,0.94,0.8173913043478261,0.8744186046511627,752,48,168,12.0,10,0.8624186046511627
1.2,7.0,21.0,4,29.0,8.0,0.94,0.8173913043478261,0.8744186046511627,752,48,168,12.0,10,0.8624186046511627
1.2,11.0,20.0,4,31.0,11.0,0.94,0.8173913043478261,0.8744186046511627,752,48,168,12.0,10,0.8624186046511627
1.2,11.0,20.0,4,32.0,11.0,0.94,0.8173913043478261,0.8744186046511627,752,48,168,12.0,10,0.8624186046511627
1.2,7.0,18.0,7,33.0,10.0,0.9052631578947369,0.841304347826087,0.8721126760563381,774,81,146,9.7,10,0.8624126760563381
1.2,9.0,20.5,6,31.0,11.0,0.9527458492975734,0.8108695652173913,0.8761009982384028,746,37,174,13.7,10,0.8624009982384028
1.2,9.0,20.5,6,32.0,11.0,0.9527458492975734,0.8108695652173913,0.8761009982384028,746,37,174,13.7,10,0.8624009982384028
1.2,9.0,20.5,5,33.0,8.0,0.9120095124851367,0.8336956521739131,0.8710959681998864,767,74,153,8.7,10,0.8623959681998864
1.2,11.0,21.0,4,31.0,8.0,0.9234507897934386,0.8260869565217391,0.8720596672403902,760,63,160,9.7,10,0.8623596672403901
1.2,11.0,20.0,4,29.0,11.0,0.937733499377335,0.8184782608695652,0.8740568775391758,753,50,167,11.7,10,0.8623568775391758
1.2,11.0,21.0,6,33.0,9.0,0.937733499377335,0.8184782608695652,0.8740568775391758,753,50,167,11.7,10,0.8623568775391758
1.2,11.0,21.0,5,31.0,11.0,0.9635890767230169,0.8054347826086956,0.8774422735346358,741,28,179,15.1,10,0.8623422735346358
1.2,11.0,21.0,5,32.0,11.0,0.9635890767230169,0.8054347826086956,0.8774422735346358,741,28,179,15.1,10,0.8623422735346358
1.2,11.0,21.0,5,33.0,11.0,0.9635890767230169,0.8054347826086956,0.8774422735346358,741,28,179,15.1,10,0.8623422735346358
1.2,9.0,21.0,5,30.0,10.0,0.950381679389313,0.8119565217391305,0.8757327080890973,747,39,173,13.4,10,0.8623327080890973
1.2,11.0,21.0,4,29.0,11.0,0.961139896373057,0.8065217391304348,0.8770685579196218,742,30,178,14.8,10,0.8622685579196218
1.2,11.0,20.0,6,31.0,10.0,0.9202898550724637,0.8282608695652174,0.871853546910755,762,66,158,9.6,10,0.862253546910755
1.2,11.0,20.0,6,32.0,10.0,0.9202898550724637,0.8282608695652174,0.871853546910755,762,66,158,9.6,10,0.862253546910755
1.2,9.0,18.0,4,24.0,11.0,0.9081272084805654,0.8380434782608696,0.8716789146410401,771,78,149,9.5,10,0.8621789146410401
1.2,9.0,18.0,4,26.0,11.0,0.9081272084805654,0.8380434782608696,0.8716789146410401,771,78,149,9.5,10,0.8621789146410401
